# Portcard          Module                     AOH channel
BPix_BmO_SEC4_PRT1 BPix_BmO_SEC4_LYR2_LDR7F_MOD1  A 9
BPix_BmO_SEC4_PRT1 BPix_BmO_SEC4_LYR2_LDR7F_MOD1  B 8
BPix_BmO_SEC4_PRT1 BPix_BmO_SEC4_LYR2_LDR7F_MOD2  A 1
BPix_BmO_SEC4_PRT1 BPix_BmO_SEC4_LYR2_LDR7F_MOD2  B 7
BPix_BmO_SEC4_PRT1 BPix_BmO_SEC4_LYR2_LDR7F_MOD3  A 2
BPix_BmO_SEC4_PRT1 BPix_BmO_SEC4_LYR2_LDR7F_MOD3  B 15
BPix_BmO_SEC4_PRT1 BPix_BmO_SEC4_LYR2_LDR7F_MOD4  A 3
BPix_BmO_SEC4_PRT1 BPix_BmO_SEC4_LYR2_LDR7F_MOD4  B 14
BPix_BmO_SEC4_PRT1 BPix_BmO_SEC4_LYR2_LDR8F_MOD1  A 13
BPix_BmO_SEC4_PRT1 BPix_BmO_SEC4_LYR2_LDR8F_MOD1  B 21
BPix_BmO_SEC4_PRT1 BPix_BmO_SEC4_LYR2_LDR8F_MOD2  A 20
BPix_BmO_SEC4_PRT1 BPix_BmO_SEC4_LYR2_LDR8F_MOD2  B 19
BPix_BmO_SEC4_PRT1 BPix_BmO_SEC4_LYR2_LDR8F_MOD3  A 24
BPix_BmO_SEC4_PRT1 BPix_BmO_SEC4_LYR2_LDR8F_MOD3  B 23
BPix_BmO_SEC4_PRT1 BPix_BmO_SEC4_LYR2_LDR8F_MOD4  A 22
BPix_BmO_SEC4_PRT1 BPix_BmO_SEC4_LYR2_LDR8F_MOD4  B 18
BPix_BmO_SEC4_PRT2 BPix_BmO_SEC4_LYR3_LDR10F_MOD1  A 9
BPix_BmO_SEC4_PRT2 BPix_BmO_SEC4_LYR3_LDR10F_MOD2  A 1
BPix_BmO_SEC4_PRT2 BPix_BmO_SEC4_LYR3_LDR10F_MOD3  A 2
BPix_BmO_SEC4_PRT2 BPix_BmO_SEC4_LYR3_LDR10F_MOD4  A 3
BPix_BmO_SEC4_PRT2 BPix_BmO_SEC4_LYR3_LDR11F_MOD1  A 10
BPix_BmO_SEC4_PRT2 BPix_BmO_SEC4_LYR3_LDR11F_MOD2  A 6
BPix_BmO_SEC4_PRT2 BPix_BmO_SEC4_LYR3_LDR11F_MOD3  A 5
BPix_BmO_SEC4_PRT2 BPix_BmO_SEC4_LYR3_LDR11F_MOD4  A 4
BPix_BmO_SEC5_PRT1 BPix_BmO_SEC5_LYR1_LDR6F_MOD1  A 15
BPix_BmO_SEC5_PRT1 BPix_BmO_SEC5_LYR1_LDR6F_MOD1  B 14
BPix_BmO_SEC5_PRT1 BPix_BmO_SEC5_LYR1_LDR6F_MOD2  A 8
BPix_BmO_SEC5_PRT1 BPix_BmO_SEC5_LYR1_LDR6F_MOD2  B 7
BPix_BmO_SEC5_PRT1 BPix_BmO_SEC5_LYR1_LDR6F_MOD3  A 1
BPix_BmO_SEC5_PRT1 BPix_BmO_SEC5_LYR1_LDR6F_MOD3  B 9
BPix_BmO_SEC5_PRT1 BPix_BmO_SEC5_LYR1_LDR6F_MOD4  A 3
BPix_BmO_SEC5_PRT1 BPix_BmO_SEC5_LYR1_LDR6F_MOD4  B 2
BPix_BmO_SEC5_PRT1 BPix_BmO_SEC5_LYR2_LDR9F_MOD1  A 13
BPix_BmO_SEC5_PRT1 BPix_BmO_SEC5_LYR2_LDR9F_MOD1  B 21
BPix_BmO_SEC5_PRT1 BPix_BmO_SEC5_LYR2_LDR9F_MOD2  A 20
BPix_BmO_SEC5_PRT1 BPix_BmO_SEC5_LYR2_LDR9F_MOD2  B 19
BPix_BmO_SEC5_PRT1 BPix_BmO_SEC5_LYR2_LDR9F_MOD3  A 24
BPix_BmO_SEC5_PRT1 BPix_BmO_SEC5_LYR2_LDR9F_MOD3  B 23
BPix_BmO_SEC5_PRT1 BPix_BmO_SEC5_LYR2_LDR9F_MOD4  A 22
BPix_BmO_SEC5_PRT1 BPix_BmO_SEC5_LYR2_LDR9F_MOD4  B 18
BPix_BmO_SEC5_PRT1 BPix_BmO_SEC5_LYR2_LDR10F_MOD1  A 4
BPix_BmO_SEC5_PRT1 BPix_BmO_SEC5_LYR2_LDR10F_MOD1  B 17
BPix_BmO_SEC5_PRT1 BPix_BmO_SEC5_LYR2_LDR10F_MOD2  A 5
BPix_BmO_SEC5_PRT1 BPix_BmO_SEC5_LYR2_LDR10F_MOD2  B 16
BPix_BmO_SEC5_PRT1 BPix_BmO_SEC5_LYR2_LDR10F_MOD3  A 6
BPix_BmO_SEC5_PRT1 BPix_BmO_SEC5_LYR2_LDR10F_MOD3  B 12
BPix_BmO_SEC5_PRT1 BPix_BmO_SEC5_LYR2_LDR10F_MOD4  A 10
BPix_BmO_SEC5_PRT1 BPix_BmO_SEC5_LYR2_LDR10F_MOD4  B 11
BPix_BmO_SEC5_PRT2 BPix_BmO_SEC5_LYR3_LDR12F_MOD1  A 3
BPix_BmO_SEC5_PRT2 BPix_BmO_SEC5_LYR3_LDR12F_MOD2  A 2
BPix_BmO_SEC5_PRT2 BPix_BmO_SEC5_LYR3_LDR12F_MOD3  A 1
BPix_BmO_SEC5_PRT2 BPix_BmO_SEC5_LYR3_LDR12F_MOD4  A 9
BPix_BmO_SEC5_PRT2 BPix_BmO_SEC5_LYR3_LDR13F_MOD1  A 4
BPix_BmO_SEC5_PRT2 BPix_BmO_SEC5_LYR3_LDR13F_MOD2  A 5
BPix_BmO_SEC5_PRT2 BPix_BmO_SEC5_LYR3_LDR13F_MOD3  A 6
BPix_BmO_SEC5_PRT2 BPix_BmO_SEC5_LYR3_LDR13F_MOD4  A 10
BPix_BmO_SEC6_PRT1 BPix_BmO_SEC6_LYR1_LDR7F_MOD1  A 15
BPix_BmO_SEC6_PRT1 BPix_BmO_SEC6_LYR1_LDR7F_MOD1  B 14
BPix_BmO_SEC6_PRT1 BPix_BmO_SEC6_LYR1_LDR7F_MOD2  A 8
BPix_BmO_SEC6_PRT1 BPix_BmO_SEC6_LYR1_LDR7F_MOD2  B 7
BPix_BmO_SEC6_PRT1 BPix_BmO_SEC6_LYR1_LDR7F_MOD3  A 1
BPix_BmO_SEC6_PRT1 BPix_BmO_SEC6_LYR1_LDR7F_MOD3  B 9
BPix_BmO_SEC6_PRT1 BPix_BmO_SEC6_LYR1_LDR7F_MOD4  A 3
BPix_BmO_SEC6_PRT1 BPix_BmO_SEC6_LYR1_LDR7F_MOD4  B 2
BPix_BmO_SEC6_PRT1 BPix_BmO_SEC6_LYR2_LDR11F_MOD1  A 13
BPix_BmO_SEC6_PRT1 BPix_BmO_SEC6_LYR2_LDR11F_MOD1  B 21
BPix_BmO_SEC6_PRT1 BPix_BmO_SEC6_LYR2_LDR11F_MOD2  A 20
BPix_BmO_SEC6_PRT1 BPix_BmO_SEC6_LYR2_LDR11F_MOD2  B 19
BPix_BmO_SEC6_PRT1 BPix_BmO_SEC6_LYR2_LDR11F_MOD3  A 24
BPix_BmO_SEC6_PRT1 BPix_BmO_SEC6_LYR2_LDR11F_MOD3  B 23
BPix_BmO_SEC6_PRT1 BPix_BmO_SEC6_LYR2_LDR11F_MOD4  A 22
BPix_BmO_SEC6_PRT1 BPix_BmO_SEC6_LYR2_LDR11F_MOD4  B 18
BPix_BmO_SEC6_PRT1 BPix_BmO_SEC6_LYR2_LDR12F_MOD1  A 17
BPix_BmO_SEC6_PRT1 BPix_BmO_SEC6_LYR2_LDR12F_MOD1  B 16
BPix_BmO_SEC6_PRT1 BPix_BmO_SEC6_LYR2_LDR12F_MOD2  A 12
BPix_BmO_SEC6_PRT1 BPix_BmO_SEC6_LYR2_LDR12F_MOD2  B 11
BPix_BmO_SEC6_PRT1 BPix_BmO_SEC6_LYR2_LDR12F_MOD3  A 10
BPix_BmO_SEC6_PRT1 BPix_BmO_SEC6_LYR2_LDR12F_MOD3  B 6
BPix_BmO_SEC6_PRT1 BPix_BmO_SEC6_LYR2_LDR12F_MOD4  A 5
BPix_BmO_SEC6_PRT1 BPix_BmO_SEC6_LYR2_LDR12F_MOD4  B 4
BPix_BmO_SEC6_PRT2 BPix_BmO_SEC6_LYR3_LDR14F_MOD1  A 3
BPix_BmO_SEC6_PRT2 BPix_BmO_SEC6_LYR3_LDR14F_MOD2  A 2
BPix_BmO_SEC6_PRT2 BPix_BmO_SEC6_LYR3_LDR14F_MOD3  A 1
BPix_BmO_SEC6_PRT2 BPix_BmO_SEC6_LYR3_LDR14F_MOD4  A 9
BPix_BmO_SEC6_PRT2 BPix_BmO_SEC6_LYR3_LDR15F_MOD1  A 11
BPix_BmO_SEC6_PRT2 BPix_BmO_SEC6_LYR3_LDR15F_MOD2  A 12
BPix_BmO_SEC6_PRT2 BPix_BmO_SEC6_LYR3_LDR15F_MOD3  A 7
BPix_BmO_SEC6_PRT2 BPix_BmO_SEC6_LYR3_LDR15F_MOD4  A 8
BPix_BmO_SEC6_PRT2 BPix_BmO_SEC6_LYR3_LDR16F_MOD1  A 4
BPix_BmO_SEC6_PRT2 BPix_BmO_SEC6_LYR3_LDR16F_MOD2  A 5
BPix_BmO_SEC6_PRT2 BPix_BmO_SEC6_LYR3_LDR16F_MOD3  A 6
BPix_BmO_SEC6_PRT2 BPix_BmO_SEC6_LYR3_LDR16F_MOD4  A 10
BPix_BmO_SEC7_PRT1 BPix_BmO_SEC7_LYR1_LDR8F_MOD1  A 3
BPix_BmO_SEC7_PRT1 BPix_BmO_SEC7_LYR1_LDR8F_MOD1  B 2
BPix_BmO_SEC7_PRT1 BPix_BmO_SEC7_LYR1_LDR8F_MOD2  A 1
BPix_BmO_SEC7_PRT1 BPix_BmO_SEC7_LYR1_LDR8F_MOD2  B 9
BPix_BmO_SEC7_PRT1 BPix_BmO_SEC7_LYR1_LDR8F_MOD3  A 8
BPix_BmO_SEC7_PRT1 BPix_BmO_SEC7_LYR1_LDR8F_MOD3  B 7
BPix_BmO_SEC7_PRT1 BPix_BmO_SEC7_LYR1_LDR8F_MOD4  A 15
BPix_BmO_SEC7_PRT1 BPix_BmO_SEC7_LYR1_LDR8F_MOD4  B 14
BPix_BmO_SEC7_PRT1 BPix_BmO_SEC7_LYR2_LDR13F_MOD1  A 19
BPix_BmO_SEC7_PRT1 BPix_BmO_SEC7_LYR2_LDR13F_MOD1  B 24
BPix_BmO_SEC7_PRT1 BPix_BmO_SEC7_LYR2_LDR13F_MOD2  A 20
BPix_BmO_SEC7_PRT1 BPix_BmO_SEC7_LYR2_LDR13F_MOD2  B 23
BPix_BmO_SEC7_PRT1 BPix_BmO_SEC7_LYR2_LDR13F_MOD3  A 21
BPix_BmO_SEC7_PRT1 BPix_BmO_SEC7_LYR2_LDR13F_MOD3  B 22
BPix_BmO_SEC7_PRT1 BPix_BmO_SEC7_LYR2_LDR13F_MOD4  A 13
BPix_BmO_SEC7_PRT1 BPix_BmO_SEC7_LYR2_LDR13F_MOD4  B 18
BPix_BmO_SEC7_PRT1 BPix_BmO_SEC7_LYR2_LDR14F_MOD1  A 17
BPix_BmO_SEC7_PRT1 BPix_BmO_SEC7_LYR2_LDR14F_MOD1  B 16
BPix_BmO_SEC7_PRT1 BPix_BmO_SEC7_LYR2_LDR14F_MOD2  A 12
BPix_BmO_SEC7_PRT1 BPix_BmO_SEC7_LYR2_LDR14F_MOD2  B 11
BPix_BmO_SEC7_PRT1 BPix_BmO_SEC7_LYR2_LDR14F_MOD3  A 4
BPix_BmO_SEC7_PRT1 BPix_BmO_SEC7_LYR2_LDR14F_MOD3  B 5
BPix_BmO_SEC7_PRT1 BPix_BmO_SEC7_LYR2_LDR14F_MOD4  A 6
BPix_BmO_SEC7_PRT1 BPix_BmO_SEC7_LYR2_LDR14F_MOD4  B 10
BPix_BmO_SEC7_PRT2 BPix_BmO_SEC7_LYR3_LDR17F_MOD1  A 9
BPix_BmO_SEC7_PRT2 BPix_BmO_SEC7_LYR3_LDR17F_MOD2  A 1
BPix_BmO_SEC7_PRT2 BPix_BmO_SEC7_LYR3_LDR17F_MOD3  A 2
BPix_BmO_SEC7_PRT2 BPix_BmO_SEC7_LYR3_LDR17F_MOD4  A 3
BPix_BmO_SEC7_PRT2 BPix_BmO_SEC7_LYR3_LDR18F_MOD1  A 11
BPix_BmO_SEC7_PRT2 BPix_BmO_SEC7_LYR3_LDR18F_MOD2  A 12
BPix_BmO_SEC7_PRT2 BPix_BmO_SEC7_LYR3_LDR18F_MOD3  A 7
BPix_BmO_SEC7_PRT2 BPix_BmO_SEC7_LYR3_LDR18F_MOD4  A 8
BPix_BmO_SEC7_PRT2 BPix_BmO_SEC7_LYR3_LDR19F_MOD1  A 10
BPix_BmO_SEC7_PRT2 BPix_BmO_SEC7_LYR3_LDR19F_MOD2  A 6
BPix_BmO_SEC7_PRT2 BPix_BmO_SEC7_LYR3_LDR19F_MOD3  A 5
BPix_BmO_SEC7_PRT2 BPix_BmO_SEC7_LYR3_LDR19F_MOD4  A 4
BPix_BmO_SEC8_PRT1 BPix_BmO_SEC8_LYR1_LDR9F_MOD1  A 15
BPix_BmO_SEC8_PRT1 BPix_BmO_SEC8_LYR1_LDR9F_MOD1  B 14
BPix_BmO_SEC8_PRT1 BPix_BmO_SEC8_LYR1_LDR9F_MOD2  A 8
BPix_BmO_SEC8_PRT1 BPix_BmO_SEC8_LYR1_LDR9F_MOD2  B 7
BPix_BmO_SEC8_PRT1 BPix_BmO_SEC8_LYR1_LDR9F_MOD3  A 1
BPix_BmO_SEC8_PRT1 BPix_BmO_SEC8_LYR1_LDR9F_MOD3  B 9
BPix_BmO_SEC8_PRT1 BPix_BmO_SEC8_LYR1_LDR9F_MOD4  A 3
BPix_BmO_SEC8_PRT1 BPix_BmO_SEC8_LYR1_LDR10H_MOD1  B 4
BPix_BmO_SEC8_PRT1 BPix_BmO_SEC8_LYR1_LDR10H_MOD2  B 5
BPix_BmO_SEC8_PRT1 BPix_BmO_SEC8_LYR1_LDR10H_MOD3  B 6
BPix_BmO_SEC8_PRT1 BPix_BmO_SEC8_LYR1_LDR10H_MOD4  B 10
BPix_BmO_SEC8_PRT1 BPix_BmO_SEC8_LYR2_LDR15F_MOD1  A 22
BPix_BmO_SEC8_PRT1 BPix_BmO_SEC8_LYR2_LDR15F_MOD1  B 18
BPix_BmO_SEC8_PRT1 BPix_BmO_SEC8_LYR2_LDR15F_MOD2  A 24
BPix_BmO_SEC8_PRT1 BPix_BmO_SEC8_LYR2_LDR15F_MOD2  B 23
BPix_BmO_SEC8_PRT1 BPix_BmO_SEC8_LYR2_LDR15F_MOD3  A 20
BPix_BmO_SEC8_PRT1 BPix_BmO_SEC8_LYR2_LDR15F_MOD3  B 19
BPix_BmO_SEC8_PRT1 BPix_BmO_SEC8_LYR2_LDR15F_MOD4  A 13
BPix_BmO_SEC8_PRT1 BPix_BmO_SEC8_LYR2_LDR15F_MOD4  B 21
BPix_BmO_SEC8_PRT1 BPix_BmO_SEC8_LYR2_LDR16H_MOD1  B 17
BPix_BmO_SEC8_PRT1 BPix_BmO_SEC8_LYR2_LDR16H_MOD2  B 16
BPix_BmO_SEC8_PRT1 BPix_BmO_SEC8_LYR2_LDR16H_MOD3  B 12
BPix_BmO_SEC8_PRT1 BPix_BmO_SEC8_LYR2_LDR16H_MOD4  B 11
BPix_BmO_SEC8_PRT2 BPix_BmO_SEC8_LYR3_LDR20F_MOD1  A 9
BPix_BmO_SEC8_PRT2 BPix_BmO_SEC8_LYR3_LDR20F_MOD2  A 1
BPix_BmO_SEC8_PRT2 BPix_BmO_SEC8_LYR3_LDR20F_MOD3  A 2
BPix_BmO_SEC8_PRT2 BPix_BmO_SEC8_LYR3_LDR20F_MOD4  A 3
BPix_BmO_SEC8_PRT2 BPix_BmO_SEC8_LYR3_LDR21F_MOD1  A 8
BPix_BmO_SEC8_PRT2 BPix_BmO_SEC8_LYR3_LDR21F_MOD2  A 7
BPix_BmO_SEC8_PRT2 BPix_BmO_SEC8_LYR3_LDR21F_MOD3  A 12
BPix_BmO_SEC8_PRT2 BPix_BmO_SEC8_LYR3_LDR21F_MOD4  A 11
BPix_BmO_SEC8_PRT2 BPix_BmO_SEC8_LYR3_LDR22H_MOD1  B 10
BPix_BmO_SEC8_PRT2 BPix_BmO_SEC8_LYR3_LDR22H_MOD2  B 6
BPix_BmO_SEC8_PRT2 BPix_BmO_SEC8_LYR3_LDR22H_MOD3  B 5
BPix_BmO_SEC8_PRT2 BPix_BmO_SEC8_LYR3_LDR22H_MOD4  B 4
BPix_BpO_SEC4_PRT1 BPix_BpO_SEC4_LYR1_LDR5F_MOD1  A 3
BPix_BpO_SEC4_PRT1 BPix_BpO_SEC4_LYR1_LDR5F_MOD1  B 2
BPix_BpO_SEC4_PRT1 BPix_BpO_SEC4_LYR1_LDR5F_MOD2  A 1
BPix_BpO_SEC4_PRT1 BPix_BpO_SEC4_LYR1_LDR5F_MOD2  B 9
BPix_BpO_SEC4_PRT1 BPix_BpO_SEC4_LYR1_LDR5F_MOD3  A 8
BPix_BpO_SEC4_PRT1 BPix_BpO_SEC4_LYR1_LDR5F_MOD3  B 7
BPix_BpO_SEC4_PRT1 BPix_BpO_SEC4_LYR1_LDR5F_MOD4  A 15
BPix_BpO_SEC4_PRT1 BPix_BpO_SEC4_LYR1_LDR5F_MOD4  B 14
BPix_BpO_SEC4_PRT1 BPix_BpO_SEC4_LYR2_LDR7F_MOD1  A 11
BPix_BpO_SEC4_PRT1 BPix_BpO_SEC4_LYR2_LDR7F_MOD1  B 10
BPix_BpO_SEC4_PRT1 BPix_BpO_SEC4_LYR2_LDR7F_MOD2  A 12
BPix_BpO_SEC4_PRT1 BPix_BpO_SEC4_LYR2_LDR7F_MOD2  B 6
BPix_BpO_SEC4_PRT1 BPix_BpO_SEC4_LYR2_LDR7F_MOD3  A 16
BPix_BpO_SEC4_PRT1 BPix_BpO_SEC4_LYR2_LDR7F_MOD3  B 5
BPix_BpO_SEC4_PRT1 BPix_BpO_SEC4_LYR2_LDR7F_MOD4  A 17
BPix_BpO_SEC4_PRT1 BPix_BpO_SEC4_LYR2_LDR7F_MOD4  B 4
BPix_BpO_SEC4_PRT1 BPix_BpO_SEC4_LYR2_LDR8F_MOD1  A 22
BPix_BpO_SEC4_PRT1 BPix_BpO_SEC4_LYR2_LDR8F_MOD1  B 18
BPix_BpO_SEC4_PRT1 BPix_BpO_SEC4_LYR2_LDR8F_MOD2  A 24
BPix_BpO_SEC4_PRT1 BPix_BpO_SEC4_LYR2_LDR8F_MOD2  B 23
BPix_BpO_SEC4_PRT1 BPix_BpO_SEC4_LYR2_LDR8F_MOD3  A 20
BPix_BpO_SEC4_PRT1 BPix_BpO_SEC4_LYR2_LDR8F_MOD3  B 19
BPix_BpO_SEC4_PRT1 BPix_BpO_SEC4_LYR2_LDR8F_MOD4  A 13
BPix_BpO_SEC4_PRT1 BPix_BpO_SEC4_LYR2_LDR8F_MOD4  B 21
BPix_BpO_SEC4_PRT2 BPix_BpO_SEC4_LYR3_LDR10F_MOD1  A 10
BPix_BpO_SEC4_PRT2 BPix_BpO_SEC4_LYR3_LDR10F_MOD2  A 6
BPix_BpO_SEC4_PRT2 BPix_BpO_SEC4_LYR3_LDR10F_MOD3  A 5
BPix_BpO_SEC4_PRT2 BPix_BpO_SEC4_LYR3_LDR10F_MOD4  A 4
BPix_BpO_SEC4_PRT2 BPix_BpO_SEC4_LYR3_LDR11F_MOD1  A 9
BPix_BpO_SEC4_PRT2 BPix_BpO_SEC4_LYR3_LDR11F_MOD2  A 1
BPix_BpO_SEC4_PRT2 BPix_BpO_SEC4_LYR3_LDR11F_MOD3  A 2
BPix_BpO_SEC4_PRT2 BPix_BpO_SEC4_LYR3_LDR11F_MOD4  A 3
BPix_BpO_SEC3_PRT1 BPix_BpO_SEC3_LYR1_LDR4F_MOD1  A 3
BPix_BpO_SEC3_PRT1 BPix_BpO_SEC3_LYR1_LDR4F_MOD1  B 2
BPix_BpO_SEC3_PRT1 BPix_BpO_SEC3_LYR1_LDR4F_MOD2  A 1
BPix_BpO_SEC3_PRT1 BPix_BpO_SEC3_LYR1_LDR4F_MOD2  B 9
BPix_BpO_SEC3_PRT1 BPix_BpO_SEC3_LYR1_LDR4F_MOD3  A 8
BPix_BpO_SEC3_PRT1 BPix_BpO_SEC3_LYR1_LDR4F_MOD3  B 7
BPix_BpO_SEC3_PRT1 BPix_BpO_SEC3_LYR1_LDR4F_MOD4  A 15
BPix_BpO_SEC3_PRT1 BPix_BpO_SEC3_LYR1_LDR4F_MOD4  B 14
BPix_BpO_SEC3_PRT1 BPix_BpO_SEC3_LYR2_LDR5F_MOD1  A 5
BPix_BpO_SEC3_PRT1 BPix_BpO_SEC3_LYR2_LDR5F_MOD1  B 4
BPix_BpO_SEC3_PRT1 BPix_BpO_SEC3_LYR2_LDR5F_MOD2  A 10
BPix_BpO_SEC3_PRT1 BPix_BpO_SEC3_LYR2_LDR5F_MOD2  B 6
BPix_BpO_SEC3_PRT1 BPix_BpO_SEC3_LYR2_LDR5F_MOD3  A 12
BPix_BpO_SEC3_PRT1 BPix_BpO_SEC3_LYR2_LDR5F_MOD3  B 11
BPix_BpO_SEC3_PRT1 BPix_BpO_SEC3_LYR2_LDR5F_MOD4  A 17
BPix_BpO_SEC3_PRT1 BPix_BpO_SEC3_LYR2_LDR5F_MOD4  B 16
BPix_BpO_SEC3_PRT1 BPix_BpO_SEC3_LYR2_LDR6F_MOD1  A 22
BPix_BpO_SEC3_PRT1 BPix_BpO_SEC3_LYR2_LDR6F_MOD1  B 18
BPix_BpO_SEC3_PRT1 BPix_BpO_SEC3_LYR2_LDR6F_MOD2  A 24
BPix_BpO_SEC3_PRT1 BPix_BpO_SEC3_LYR2_LDR6F_MOD2  B 23
BPix_BpO_SEC3_PRT1 BPix_BpO_SEC3_LYR2_LDR6F_MOD3  A 20
BPix_BpO_SEC3_PRT1 BPix_BpO_SEC3_LYR2_LDR6F_MOD3  B 19
BPix_BpO_SEC3_PRT1 BPix_BpO_SEC3_LYR2_LDR6F_MOD4  A 13
BPix_BpO_SEC3_PRT1 BPix_BpO_SEC3_LYR2_LDR6F_MOD4  B 21
BPix_BpO_SEC3_PRT2 BPix_BpO_SEC3_LYR3_LDR7F_MOD1  A 10
BPix_BpO_SEC3_PRT2 BPix_BpO_SEC3_LYR3_LDR7F_MOD2  A 6
BPix_BpO_SEC3_PRT2 BPix_BpO_SEC3_LYR3_LDR7F_MOD3  A 5
BPix_BpO_SEC3_PRT2 BPix_BpO_SEC3_LYR3_LDR7F_MOD4  A 4
BPix_BpO_SEC3_PRT2 BPix_BpO_SEC3_LYR3_LDR8F_MOD1  A 8
BPix_BpO_SEC3_PRT2 BPix_BpO_SEC3_LYR3_LDR8F_MOD2  A 7
BPix_BpO_SEC3_PRT2 BPix_BpO_SEC3_LYR3_LDR8F_MOD3  A 12
BPix_BpO_SEC3_PRT2 BPix_BpO_SEC3_LYR3_LDR8F_MOD4  A 11
BPix_BpO_SEC3_PRT2 BPix_BpO_SEC3_LYR3_LDR9F_MOD1  A 9
BPix_BpO_SEC3_PRT2 BPix_BpO_SEC3_LYR3_LDR9F_MOD2  A 1
BPix_BpO_SEC3_PRT2 BPix_BpO_SEC3_LYR3_LDR9F_MOD3  A 2
BPix_BpO_SEC3_PRT2 BPix_BpO_SEC3_LYR3_LDR9F_MOD4  A 3
BPix_BpO_SEC2_PRT1 BPix_BpO_SEC2_LYR1_LDR3F_MOD1  A 15
BPix_BpO_SEC2_PRT1 BPix_BpO_SEC2_LYR1_LDR3F_MOD1  B 14
BPix_BpO_SEC2_PRT1 BPix_BpO_SEC2_LYR1_LDR3F_MOD2  A 8
BPix_BpO_SEC2_PRT1 BPix_BpO_SEC2_LYR1_LDR3F_MOD2  B 7
BPix_BpO_SEC2_PRT1 BPix_BpO_SEC2_LYR1_LDR3F_MOD3  A 1
BPix_BpO_SEC2_PRT1 BPix_BpO_SEC2_LYR1_LDR3F_MOD3  B 9
BPix_BpO_SEC2_PRT1 BPix_BpO_SEC2_LYR1_LDR3F_MOD4  A 3
BPix_BpO_SEC2_PRT1 BPix_BpO_SEC2_LYR1_LDR3F_MOD4  B 2
BPix_BpO_SEC2_PRT1 BPix_BpO_SEC2_LYR2_LDR3F_MOD1  A 6
BPix_BpO_SEC2_PRT1 BPix_BpO_SEC2_LYR2_LDR3F_MOD1  B 10
BPix_BpO_SEC2_PRT1 BPix_BpO_SEC2_LYR2_LDR3F_MOD2  A 4
BPix_BpO_SEC2_PRT1 BPix_BpO_SEC2_LYR2_LDR3F_MOD2  B 5
BPix_BpO_SEC2_PRT1 BPix_BpO_SEC2_LYR2_LDR3F_MOD3  A 12
BPix_BpO_SEC2_PRT1 BPix_BpO_SEC2_LYR2_LDR3F_MOD3  B 11
BPix_BpO_SEC2_PRT1 BPix_BpO_SEC2_LYR2_LDR3F_MOD4  A 17
BPix_BpO_SEC2_PRT1 BPix_BpO_SEC2_LYR2_LDR3F_MOD4  B 16
BPix_BpO_SEC2_PRT1 BPix_BpO_SEC2_LYR2_LDR4F_MOD1  A 18
BPix_BpO_SEC2_PRT1 BPix_BpO_SEC2_LYR2_LDR4F_MOD1  B 13
BPix_BpO_SEC2_PRT1 BPix_BpO_SEC2_LYR2_LDR4F_MOD2  A 22
BPix_BpO_SEC2_PRT1 BPix_BpO_SEC2_LYR2_LDR4F_MOD2  B 21
BPix_BpO_SEC2_PRT1 BPix_BpO_SEC2_LYR2_LDR4F_MOD3  A 23
BPix_BpO_SEC2_PRT1 BPix_BpO_SEC2_LYR2_LDR4F_MOD3  B 20
BPix_BpO_SEC2_PRT1 BPix_BpO_SEC2_LYR2_LDR4F_MOD4  A 24
BPix_BpO_SEC2_PRT1 BPix_BpO_SEC2_LYR2_LDR4F_MOD4  B 19
BPix_BpO_SEC2_PRT2 BPix_BpO_SEC2_LYR3_LDR4F_MOD1  A 4
BPix_BpO_SEC2_PRT2 BPix_BpO_SEC2_LYR3_LDR4F_MOD2  A 5
BPix_BpO_SEC2_PRT2 BPix_BpO_SEC2_LYR3_LDR4F_MOD3  A 6
BPix_BpO_SEC2_PRT2 BPix_BpO_SEC2_LYR3_LDR4F_MOD4  A 10
BPix_BpO_SEC2_PRT2 BPix_BpO_SEC2_LYR3_LDR5F_MOD1  A 8
BPix_BpO_SEC2_PRT2 BPix_BpO_SEC2_LYR3_LDR5F_MOD2  A 7
BPix_BpO_SEC2_PRT2 BPix_BpO_SEC2_LYR3_LDR5F_MOD3  A 12
BPix_BpO_SEC2_PRT2 BPix_BpO_SEC2_LYR3_LDR5F_MOD4  A 11
BPix_BpO_SEC2_PRT2 BPix_BpO_SEC2_LYR3_LDR6F_MOD1  A 3
BPix_BpO_SEC2_PRT2 BPix_BpO_SEC2_LYR3_LDR6F_MOD2  A 2
BPix_BpO_SEC2_PRT2 BPix_BpO_SEC2_LYR3_LDR6F_MOD3  A 1
BPix_BpO_SEC2_PRT2 BPix_BpO_SEC2_LYR3_LDR6F_MOD4  A 9
BPix_BpO_SEC1_PRT1 BPix_BpO_SEC1_LYR1_LDR1H_MOD1  A 10
BPix_BpO_SEC1_PRT1 BPix_BpO_SEC1_LYR1_LDR1H_MOD2  A 6
BPix_BpO_SEC1_PRT1 BPix_BpO_SEC1_LYR1_LDR1H_MOD3  A 5
BPix_BpO_SEC1_PRT1 BPix_BpO_SEC1_LYR1_LDR1H_MOD4  A 4
BPix_BpO_SEC1_PRT1 BPix_BpO_SEC1_LYR1_LDR2F_MOD1  A 3
BPix_BpO_SEC1_PRT1 BPix_BpO_SEC1_LYR1_LDR2F_MOD1  B 2
BPix_BpO_SEC1_PRT1 BPix_BpO_SEC1_LYR1_LDR2F_MOD2  A 1
